date,open,high,low,close,volume,log_return,cumulative_log_return,decision
2024-04-03 10:59:00,7630.693963202703,7631.1965568572095,7630.401115125618,7630.767344304705,439.1486896011253,-0.00014246300546697063,0.007752312287236125,Hold
2024-04-03 11:09:00,7629.101232096669,7630.1994495634835,7628.615297071148,7628.969652753811,387.6800838320327,-0.00023561239090255724,0.007516699896333568,Hold
2024-04-03 11:19:00,7625.759219646477,7626.963117206903,7625.415227750881,7625.822277299335,450.3896063565583,-0.00041264089521074275,0.007104059001122825,Hold
2024-04-03 11:29:00,7626.43453966167,7627.734214414556,7625.7043295403855,7626.292750663264,297.76763605240683,6.169286859104916e-05,0.007165751869713874,Hold
2024-04-03 11:39:00,7627.145122850945,7628.484137571293,7626.132841934161,7626.879789549734,381.7245215506966,7.697269341338202e-05,0.0072427245631272565,Hold
2024-04-03 11:49:00,7623.379526154898,7624.452437809094,7623.0967805973,7623.338615422358,133.88811760458094,-0.0004644096362405522,0.006778314926886704,Hold
2024-04-03 11:59:00,7618.719153924778,7620.21812645131,7617.572129714137,7618.172003099705,187.42546920863265,-0.000677965937873968,0.0061003489890127365,Hold
2024-04-03 12:09:00,7619.13902238095,7620.469659095931,7618.525168754282,7619.153764209596,283.0422300937868,0.00012886265296704045,0.006229211641979777,Hold
2024-04-01 17:27:00,7621.016573727892,7622.102875103218,7620.562447331249,7620.978614180751,281.6048081174822,0.00023947954447729841,0.006468691186457075,Hold
2024-04-01 17:37:00,7620.450388929004,7621.22180957392,7620.026354194733,7620.327943042374,247.42050708594115,-8.538259319557556e-05,0.0063833085932615,Hold
2024-04-01 17:47:00,7619.627419614959,7621.051011170402,7618.798364642631,7619.447028848171,318.33894943567,-0.0001156072444388275,0.006267701348822672,Hold
2024-04-01 17:57:00,7620.625586434755,7621.755348963963,7619.967039760476,7620.495986945003,412.7463314712621,0.00013765905783256883,0.00640536040665524,Hold
2024-04-01 18:07:00,7618.187837952379,7618.918866093542,7617.967572281132,7618.409211460127,490.0197337650246,-0.00027387472666181195,0.006131485679993429,Hold
2024-04-01 18:17:00,7615.791074518895,7617.826730932747,7615.026030102825,7615.597750261787,425.27066040360097,-0.00036910331435752907,0.0057623823656359,Hold
2024-04-01 18:27:00,7617.72704929692,7620.454211666867,7616.151179397699,7617.523458866019,920.6015966385754,0.000252831785167735,0.006015214150803635,Hold
2024-04-01 18:37:00,7613.678377147604,7614.503691061482,7612.849986594166,7613.602784505036,590.5250659801951,-0.0005148239709831164,0.005500390179820519,Hold
2024-04-02 10:06:00,7615.740568262862,7617.551478746243,7615.248846363474,7616.098487043682,419.094308633316,0.0003277414988629063,0.005828131678683425,Hold
2024-04-02 10:16:00,7620.910942537383,7621.704040351537,7620.454129226198,7621.090424121541,572.4704191417833,0.0006552307365302667,0.006483362415213692,Hold
2024-04-02 10:26:00,7620.709570292046,7621.30034701938,7620.459978955876,7620.701754392027,394.21767178011794,-5.10005286840479e-05,0.006432361886529644,Hold
2024-04-02 10:36:00,7617.906722022222,7619.405190437348,7617.641702329289,7618.099377834876,315.35031884730944,-0.0003415461045615287,0.0060908157819681156,Hold
2024-04-02 10:46:00,7620.0287728733,7621.313117301778,7619.349702768933,7619.718602218576,392.5764732441923,0.00021252706810321098,0.006303342850071327,Hold
2024-04-02 10:56:00,7610.985366620752,7611.959535886565,7609.697626169805,7610.319511812391,471.0650729619747,-0.0012342833982514217,0.005069059451819905,Hold
2024-04-02 11:06:00,7604.04407123843,7605.07473269072,7603.312889270928,7603.871029262135,317.22613094698147,-0.0008476932005017743,0.004221366251318131,Hold
2024-04-02 11:16:00,7605.435182222219,7606.591522169893,7604.97837357248,7605.387202673046,301.1315405633651,0.0001993750639000953,0.004420741315218226,Hold
2024-04-02 11:26:00,7603.645393821464,7605.187299673908,7602.551583367311,7603.175811563674,263.6715494192774,-0.00029080868756454624,0.00412993262765368,Hold
2024-04-02 11:36:00,7601.956676714498,7602.954291345408,7601.564729420065,7601.825968839653,257.23311982565593,-0.00017755245899499082,0.00395238016865869,Hold
2024-04-02 11:46:00,7599.421746063868,7600.441870892476,7598.789141087909,7599.32389318707,294.10788237103907,-0.00032919558031968034,0.0036231845883390092,Hold
2024-04-02 11:56:00,7597.407635738312,7599.292987190631,7595.9905383169535,7596.949502668845,486.6199669143869,-0.0003124964227341462,0.003310688165604863,Hold
2024-04-02 12:06:00,7624.121056953614,7627.583615898198,7621.206964817991,7623.42243369456,1152.9725464959497,0.0034786216567789284,0.006789309822383792,Hold
2024-04-02 12:16:00,7611.0245973667425,7613.465029422367,7609.460153074107,7611.365205411728,1251.4924745696055,-0.0015828551189332291,0.005206454703450563,Hold
2024-04-02 12:26:00,7594.949648994758,7596.003603597697,7592.636061119646,7593.29837469755,980.0280862513208,-0.0023764865459829664,0.0028299681574675962,Hold
2024-04-02 12:36:00,7576.179731909113,7577.986910647181,7574.663207658026,7575.83290719272,747.4986187548875,-0.0023027653855914425,0.0005272027718761538,Hold
2024-04-02 12:46:00,7570.709541697526,7572.113168936693,7569.227808565882,7570.351762826051,534.3793581233487,-0.0007237657172882209,-0.00019656294541206716,Hold
2024-04-02 12:56:00,7569.579679804208,7570.494487837794,7568.934211068221,7569.6098462950495,348.9819984721683,-9.800771636671618e-05,-0.0002945706617787833,Hold
2024-04-02 13:06:00,7569.782974296138,7571.381494980282,7568.703206524815,7569.6366288506015,358.362117738858,3.5381622983893485e-06,-0.000291032499480394,Hold
2024-04-02 13:16:00,7576.6982457921085,7578.214485865828,7575.856543726672,7576.85440827641,498.9458853067671,0.0009530629839558124,0.0006620304844754184,Hold
2024-04-02 13:26:00,7579.789539743986,7580.630572865109,7579.202466708955,7579.853544826115,261.0952553633609,0.0003957503962110362,0.0010577808806864547,Hold
2024-04-02 13:36:00,7579.436758611826,7580.192607508698,7579.064053859297,7579.469036316162,395.2784266723953,-5.072898316884764e-05,0.001007051897517607,Hold
2024-04-02 13:46:00,7578.11598129795,7579.287544704575,7577.642758827979,7578.026918491209,245.5095313234021,-0.00019028444191628003,0.000816767455601327,Hold
2024-04-02 13:56:00,7578.139070784705,7579.522288422265,7577.14208424579,7577.913746056064,351.1752167117869,-1.4934399342317205e-05,0.0008018330562590098,Hold
2024-04-02 14:06:00,7581.564627727552,7583.033778176346,7580.483406565663,7581.328266478611,408.1578988231489,0.00045048696728605523,0.0012523200235450651,Hold
2024-04-02 14:16:00,7581.161104704779,7581.88674087251,7580.677394709979,7581.1779013304895,377.674465066102,-1.9833811965213715e-05,0.0012324862115798514,Hold
2024-04-02 14:26:00,7581.439770895029,7582.918959891131,7580.376402805612,7581.3979071340655,319.3288363432193,2.9019581682042886e-05,0.0012615057932618943,Hold
2024-04-02 14:36:00,7593.109302762527,7594.733640413817,7592.222567641377,7593.601219645439,553.6182186988237,0.0016083447570601388,0.002869850550322033,Hold
2024-04-02 14:46:00,7598.676479224719,7599.730198390363,7597.25096960016,7598.355128605374,581.1308276880545,0.0006258455469628225,0.0034956960972848555,Hold
2024-04-02 14:56:00,7594.246383789883,7595.561269980959,7593.264194516555,7594.149378991808,397.5656142221576,-0.0005536611450599773,0.0029420349522248784,Hold
2024-04-02 15:06:00,7596.572706755986,7597.313025776601,7596.107619278451,7596.726394183475,302.5295018831012,0.0003392846146419485,0.003281319566866827,Hold
2024-04-02 15:16:00,7598.623441494507,7599.31685851616,7597.888995782734,7598.532249282587,363.07140209362575,0.0002376866560794433,0.0035190062229462703,Hold
2024-04-02 15:26:00,7597.489299024128,7598.1094663374515,7596.97745825531,7597.511321369364,402.687216162424,-0.000134367595093114,0.0033846386278531563,Hold
2024-04-02 15:36:00,7598.147979862738,7600.41273613745,7597.172548217127,7598.398458846801,874.1692798840365,0.00011676003494043906,0.0035013986627935954,Hold
2024-04-02 15:46:00,7602.549920844904,7604.986764518336,7601.174424475421,7602.81960704369,836.4202269222117,0.0005816834285760206,0.004083082091369616,Hold
2024-04-02 15:56:00,7608.794908892955,7609.861583802975,7607.63452197144,7608.641024384985,859.0510135782303,0.0007653989010715301,0.004848480992441146,Hold
2024-04-02 16:06:00,7610.221493114606,7611.345810934026,7609.238308199152,7610.240968028428,488.4230711900333,0.00021025771145804598,0.0050587387038991925,Hold
2024-04-02 16:16:00,7611.317748579271,7612.633019187609,7610.530853112444,7611.494982553775,534.0514437379517,0.00016476629633515965,0.005223505000234352,Hold
2024-04-02 16:26:00,7614.452522780955,7615.222142290657,7613.257980309085,7614.143569925007,666.4201301635378,0.0003479115031949158,0.005571416503429268,Hold
2024-04-02 16:36:00,7612.903658625337,7614.408442464868,7612.091207729728,7613.00669477388,576.5611242375558,-0.00014932211654533094,0.005422094386883937,Hold
2024-04-02 16:46:00,7614.975577374411,7616.7970492986915,7613.7699352342515,7614.893921822739,363.2349534858032,0.00024786437816183343,0.005669958765045771,Hold
2024-04-02 16:56:00,7615.719084635988,7617.227629924739,7614.670334215635,7615.58402384821,234.2315192871527,9.062119106236874e-05,0.00576057995610814,Hold
2024-04-02 17:06:00,7618.119832890467,7618.835355181606,7617.59569448821,7618.075744000246,197.24681714431608,0.00032713349414774715,0.006087713450255887,Hold
2024-04-02 17:16:00,7623.268342138181,7624.909929621963,7622.445514656339,7623.496027209234,345.852696545812,0.0007112499312868117,0.006798963381542698,Hold
2024-04-02 17:26:00,7625.467141267809,7626.404440871847,7624.773115589864,7625.445878094693,300.3084411001685,0.0002557358940961927,0.007054699275638891,Hold
2024-04-02 17:36:00,7627.605376116793,7628.721871537944,7626.804079257185,7627.41431468457,297.1197050025853,0.00025810721083466314,0.007312806486473554,Hold
2024-04-02 17:46:00,7632.876198650503,7634.999523955526,7631.7171645799535,7633.128933844566,631.2509705384853,0.0007489404976017074,0.008061746984075262,Hold
2024-04-02 17:56:00,7633.894881365208,7635.362420673458,7632.660342746336,7633.678838099708,586.1762087190823,7.203919294651844e-05,0.00813378617702178,Hold
2024-04-02 18:06:00,7636.642499894132,7637.773789401343,7635.9499800776175,7636.899546537985,496.639585786706,0.0004218187949282528,0.008555604971950032,Hold
2024-04-02 18:16:00,7643.497081536996,7644.547600258707,7642.816939747789,7643.644701903654,467.6734654853093,0.0008828423509145083,0.00943844732286454,Hold
2024-04-02 18:26:00,7646.192093910615,7646.847163081719,7645.217030098506,7645.810110292175,831.6721336865621,0.0002832551493296496,0.009721702472194189,Hold
2024-04-02 18:36:00,7622.635715919457,7623.951747356611,7620.588970196974,7621.480304609067,604.9282729197656,-0.003187183267938037,0.006534519204256152,Hold
2024-04-03 10:05:00,7601.745706102018,7602.586091755062,7600.42870139585,7601.167844521648,667.3016230823818,-0.002668717288077231,0.003865801916178921,Hold
2024-04-03 10:15:00,7598.017942320432,7598.608717341794,7597.819235222161,7598.057924785242,468.6996824855986,-0.00040922081519244194,0.003456581100986479,Hold
2024-04-03 12:17:00,7598.343208440834,7600.254178392381,7597.527060573014,7598.512615880059,445.9894540233617,5.984127717962521e-05,0.0035164223781661043,Hold
2024-04-03 12:27:00,7603.7725886858,7605.310586134772,7602.539137936427,7603.460524348045,459.04454559449766,0.0006509561090610753,0.00416737848722718,Hold
2024-04-03 12:37:00,7607.023489228646,7607.858583067775,7606.521231008798,7607.217699902054,475.7738742571555,0.0004940181594837513,0.004661396646710931,Hold
2024-04-03 12:47:00,7611.16656099093,7612.684272848111,7610.461600502409,7611.283056338322,400.7169470960588,0.0005342650499002504,0.005195661696611182,Hold
2024-04-03 12:57:00,7623.829686774259,7625.71455942745,7622.917667498239,7624.287689279886,533.0971970095254,0.001707141309900931,0.006902803006512113,Hold
2024-04-03 13:07:00,7628.46000017591,7629.26343059445,7627.87482353125,7628.752591255057,553.0236955091052,0.0005854442157864311,0.007488247222298544,Hold
2024-04-03 13:17:00,7634.26246123217,7635.2249043000575,7633.649036166875,7634.34698336469,409.3750503439656,0.000733061110268938,0.008221308332567482,Hold
2024-04-03 13:27:00,7637.185433519859,7638.883077430937,7636.009375390208,7637.3126196246685,512.3519356724188,0.0003883842849244048,0.008609692617491888,Hold
2024-04-03 13:37:00,7647.377832821102,7649.806288381774,7646.448303904192,7648.268189425502,737.1845723630504,0.0014334518018825372,0.010043144419374424,Hold
2024-04-03 13:47:00,7663.842896381092,7665.74775892169,7662.389416288647,7664.207530247499,1181.0041330554943,0.002081877140031485,0.01212502155940591,Hold
2024-04-03 13:57:00,7673.206902610058,7675.09797817822,7672.067606386755,7673.896650762175,1032.0011930892351,0.001263405397321676,0.013388426956727586,Hold
2024-04-03 14:07:00,7680.005589639797,7681.215132371944,7678.8845020722465,7680.238192844103,548.0283870002604,0.0008260370912603389,0.014214464047987926,Hold
2024-04-03 14:17:00,7686.011409185429,7686.617907268912,7685.401377643044,7686.121655362507,404.8289126266496,0.0007657588217406948,0.01498022286972862,Hold
2024-04-03 14:27:00,7688.744519944978,7690.12543120348,7687.706675113472,7688.834245333705,405.7254822674528,0.00035285824777176605,0.015333081117500386,Hold
2024-04-03 14:37:00,7695.884843091677,7696.5172351939855,7695.470674410048,7696.193812360148,679.5449091848934,0.0009567181236459537,0.01628979924114634,Buy
2024-04-03 14:47:00,7688.157978242931,7688.6771834778365,7686.84854410239,7687.447301363141,392.3188964225473,-0.0011371185631297881,0.01515268067801655,Sell
2024-04-03 14:57:00,7679.597809134795,7680.63663409971,7679.357992331888,7679.694542541746,352.3715974272705,-0.001009004739839923,0.014143675938176628,Buy
2024-04-03 15:07:00,7680.43030326811,7681.736941425466,7679.975108190658,7680.325865231198,311.4757014577569,8.22033660174711e-05,0.014225879304194099,Sell
2024-04-03 15:17:00,7679.147783342125,7680.21916335697,7678.888626447084,7679.234367336538,467.6877462538189,-0.00014212619111099862,0.014083753113083101,Buy
2024-04-03 15:27:00,7680.512414767551,7682.273923207172,7679.588813956308,7680.193298784872,336.6180228529647,0.0001248655184849434,0.014208618631568044,Sell
2024-04-03 15:37:00,7682.653501264214,7684.185503198876,7681.660902024209,7682.355182026285,309.9767489069077,0.0002814485185689539,0.014490067150136997,Hold
2024-04-03 15:47:00,7692.266432026727,7694.063810132766,7691.214481511696,7692.70990623133,525.6043660223806,0.0013469504956412652,0.015837017645778263,Buy
2024-04-03 15:57:00,7706.241389052297,7707.48632692226,7705.238221101552,7706.53682093047,418.8541753019467,0.0017957915292805384,0.0176328091750588,Sell
2024-04-03 16:07:00,7714.308761966733,7715.071305649379,7713.6995974037245,7714.4968629077875,459.2670185554757,0.0010323617531067797,0.01866517092816558,Buy
2024-04-03 16:17:00,7717.222463679369,7718.356368743914,7716.824936273975,7717.556101390792,362.184144111987,0.00039647848930478475,0.019061649417470367,Sell
2024-04-03 16:27:00,7719.4941588591855,7720.474727880288,7718.157435941952,7718.878687868123,621.3031763069928,0.0001713590603820915,0.01923300847785246,Buy
2024-04-03 16:37:00,7712.164521684908,7713.042190155087,7711.482950256095,7712.09425980886,507.6971715568267,-0.0008793260826026303,0.01835368239524983,Sell
2024-04-03 16:47:00,7713.994970070365,7714.853241130309,7713.526017304789,7714.04741815865,441.1771663015099,0.00025322707401500546,0.018606909469264833,Hold
2024-04-03 16:57:00,7712.760928617147,7713.794787958305,7711.967052632662,7712.441442902995,504.3765773732915,-0.00020821008278950373,0.01839869938647533,Hold
2024-04-03 17:07:00,7717.105132559845,7719.91283529253,7716.047585989543,7717.515503068224,720.6476680467398,0.0006576895017784359,0.019056388888253763,Hold
2024-04-03 17:17:00,7724.502101201736,7725.634057263464,7723.560850574629,7724.393409682823,572.8262395589245,0.0008908104701675187,0.01994719935842128,Hold
2024-04-03 17:27:00,7723.238221679037,7723.689744121274,7722.969928791068,7723.429014956848,603.7232183841851,-0.0001248583393462627,0.01982234101907502,Hold
2024-04-03 17:37:00,7720.881098010612,7721.471236810945,7720.353227645532,7720.680364006051,607.775690604459,-0.00035594813690738905,0.01946639288216763,Hold
2024-04-03 17:47:00,7706.134799920716,7708.160047594376,7704.04444529698,7705.66650877971,734.3202737953992,-0.001946521764447714,0.017519871117719917,Hold
2024-04-03 17:57:00,7699.435296650151,7701.025645355732,7697.935048322234,7699.048991666081,768.7086727124415,-0.0008591547854936103,0.016660716332226308,Hold
2024-04-03 18:07:00,7697.039554538043,7697.372256433033,7696.654798055104,7697.010617698734,665.5598479670869,-0.00026479164552165946,0.016395924686704647,Hold
2024-04-03 18:17:00,7695.308561550921,7696.2688654817075,7694.736762767601,7695.232499515757,402.8303631513304,-0.00023104081417453734,0.01616488387253011,Hold
2024-04-03 18:27:00,7693.097400354871,7694.168675208473,7692.519482593214,7692.82305939764,339.4809687076223,-0.00031315719241891267,0.015851726680111197,Hold
2024-04-03 18:37:00,7686.834595121855,7687.629367689685,7686.017047158307,7686.547851434987,235.34987192845443,-0.000816055266145973,0.015035671413965224,Hold
2024-04-04 10:06:00,7682.47972456131,7683.75162734726,7681.686475592947,7682.159319568522,158.5338068447152,-0.0005710996945824841,0.01446457171938274,Hold
2024-04-04 10:16:00,7686.473430465536,7688.843131931271,7685.599789368013,7686.736650124238,313.4846906281056,0.0005956616142218617,0.015060233333604602,Hold
2024-04-04 10:26:00,7694.707123504044,7695.38087441667,7694.253598012745,7694.8408143074685,479.0799525662131,0.0010537495197574466,0.016113982853362047,Buy
2024-04-04 10:36:00,7696.22977399624,7697.065841569221,7695.598026132604,7696.276187547465,359.0190185062225,0.00018651969756118845,0.016300502550923236,Sell
2024-04-04 10:46:00,7698.075396978488,7699.762472077882,7697.461642396668,7698.378625709704,426.8163849769781,0.0002731387226038061,0.01657364127352704,Buy
2024-04-04 10:56:00,7703.000272094316,7704.533167550083,7702.087931578411,7702.959139225073,448.9888855164583,0.000594820231895955,0.017168461505422998,Sell
2024-04-04 11:06:00,7701.655185156846,7702.294156549886,7700.837751488289,7701.408714869339,418.3919751589618,-0.00020129671995047413,0.016967164785472524,Buy
2024-04-04 11:16:00,7699.1991235115875,7699.992374309576,7698.706981821553,7699.116338336605,329.2886187236113,-0.00029770109028679485,0.016669463695185727,Sell
2024-04-04 11:26:00,7698.417754995967,7699.733265180042,7697.420316991917,7698.298765041975,227.1441854927477,-0.00010619617512537893,0.01656326752006035,Buy
2024-04-04 11:36:00,7698.87029510848,7699.744754056485,7698.403856808576,7698.954095296371,573.6523171620405,8.512301002479576e-05,0.016648390530085145,Sell
2024-04-04 11:46:00,7692.188016650613,7693.165018739543,7691.132639490063,7691.524749787744,352.4522367165106,-0.0009654470352059939,0.01568294349487915,Buy
2024-04-04 11:56:00,7683.411648188371,7684.506634908005,7682.311558225934,7682.725375616987,272.157120011156,-0.0011446899926581212,0.014538253502221028,Sell
2024-04-04 12:06:00,7686.80559678919,7689.049279084335,7685.459479421785,7686.689601083216,649.2512911878508,0.00051585900441218,0.015054112506633207,Buy
2024-04-04 12:16:00,7688.034370070738,7689.614512195709,7687.101063573221,7688.027202658867,483.0802493730836,0.00017400015832489668,0.015228112664958104,Sell
2024-04-04 12:26:00,7690.207236628889,7691.025479627344,7689.6730386631025,7690.228721279991,310.3422729372063,0.00028631577560585996,0.015514428440563964,Buy
2024-04-04 12:36:00,7689.83569471798,7692.838116787658,7688.806447975607,7690.473593627061,598.4254543945057,3.1841503993462296e-05,0.015546269944557427,Sell
2024-04-04 12:46:00,7696.220553674034,7697.178002238917,7695.132371901518,7695.99586130684,769.2846786131672,0.0007178083228339293,0.016264078267391357,Buy
2024-04-04 12:56:00,7691.052212701626,7691.378274290701,7690.937679319662,7691.125763506112,652.4857235882059,-0.0006330096144162594,0.0156310686529751,Sell
2024-04-04 13:06:00,7684.876236379738,7686.738872217092,7683.5624772641695,7684.422290701776,451.6123539598853,-0.000871965435695256,0.014759103217279843,Buy
2024-04-04 13:16:00,7682.333696773087,7683.666264451856,7681.656465254935,7682.142662211399,295.49004240260695,-0.00029669981730925005,0.014462403399970592,Sell
2024-04-04 13:26:00,7679.817907411634,7680.773630026279,7679.149025088361,7679.735853423695,563.4405848545273,-0.0003133482412255152,0.014149055158745077,Hold
2024-04-04 13:36:00,7679.051585356079,7679.965110622853,7677.965945664068,7678.45558911845,428.64001115331456,-0.00016672071226615275,0.013982334446478924,Hold
2024-04-04 13:46:00,7674.18607691503,7675.680120822313,7673.402969845687,7674.0441392857565,302.5503725012018,-0.0005746881657251824,0.013407646280753742,Hold
2024-04-04 13:56:00,7675.81284517198,7676.921170364289,7675.31023257601,7675.786061385518,393.4439616164747,0.00022696304577523506,0.013634609326528976,Hold
